pubid,question,context,long_answer,final_decision
25091082,Does dental anxiety screening practices and self-reported training need among Australian dentists?,"{'contexts': array(['It is recommended that dentists screen for dental anxiety (DA) so that fearful patients may be better managed. The main aim of this study was to determine what dentists are being taught in relation to DA as well as whether and how anxious patients are identified in the clinic.',
       'Two hundred and forty-six practising dentists (adjusted response rate = 40.1%), from a random sample of registered Australian dentists, completed a mailed questionnaire.',
       ""Dentists estimated that high DA affected 23.3% of children and 19.4% of adults seen. Only 3.7% of dentists reported using a published scale for screening DA, with the most common reason being lack of awareness (56.5%). Approximately one-half of responding dentists directly asked their patients about DA and this was more common among younger dentists (χ(2) = 7.75, p = 0.021). There were few differences in DA screening by other practitioner or practice characteristics (p > 0.05). Only one-third of dentists had received undergraduate training related to DA and only 41.7% considered this to be 'good' or better. Almost 37% of respondents expressed an interest in future training opportunities.""],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adult', 'Attitude of Health Personnel', 'Australia', 'Child',
       'Cross-Sectional Studies', 'Dental Anxiety', 'Dentists',
       'Dentists, Women', 'Female', 'Humans', 'Male', 'Mass Screening',
       'Needs Assessment', ""Practice Patterns, Dentists'"", 'Self Report',
       'Surveys and Questionnaires'], dtype=object)}","The use of formal, validated scales for screening DA is minimal. Training in anxiety management appears to be low and is an area that could be expanded upon.",yes
25099429,Do mental health service use among high school students exposed to interpersonal violence?,"{'contexts': array(['Violence-exposed youth rarely receive mental health services, even though exposure increases risk for academic and psychosocial problems. This study examines the association between violence exposure and mental health service contact. The 4 forms of violence exposure were peer, family, sexual, and witnessing.',
       'Data are from 1534 Boston public high school students who participated in a 2008 self-report survey of violence exposure and its correlates. Multivariate logistic regressions estimated associations between each form of violence with service contact, then examined whether associations persisted when controlling for suicidality and self-injurious behaviors.',
       'In unadjusted models, violence-exposed students more often reported service contact than their peers. However, in multivariate models, only exposure to family (odds ratio [OR] = 1.69, 95% confidence interval [CI] = 1.23-2.31) and sexual violence (OR = 2.34, 95% CI = 1.29-4.20) were associated with service contact. Associations attenuated when controlling for suicidality and self-injurious behaviors, indicating they were largely explained by self-harm. Sexual violence alone remained associated with mental health service contact in fully adjusted models, but only for girls (OR=3.32, 95% CI=1.30-8.45), suggesting sex-specific pathways.'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adolescent', 'Adolescent Behavior', 'Boston', 'Crime Victims',
       'Female', 'Humans', 'Interpersonal Relations', 'Logistic Models',
       'Male', 'Mental Health Services', 'Poverty',
       'School Health Services', 'Socioeconomic Factors', 'Students',
       'Violence'], dtype=object)}",Associations between adolescent violence exposure and mental health service contact vary by forms of exposure. Outreach to a broader set of exposed youth may reduce the impact of violence and its consequences for vulnerable students.,yes
25090928,Does prognostic significance of MSI2 predict unfavorable outcome in adult B-acute lymphoblastic leukemia?,"{'contexts': array(['The Musashi-2 gene (MSI2) is implicated in leukemogenesis, and high MSI2 expression has been associated with decreased survival in acute myeloid leukemia (AML) and acute lymphoid leukemia (ALL), suggesting its use as a new prognostic marker. We aimed to validate the prognostic significance of MSI2 in ALL.',
       'MSI2 expression was measured by real-time polymerase chain reaction in 140 adult B-ALL patients and compared to controls.',
       'MSI2 expression level in patients was significantly higher when compared to the control group (P = 0.001). High MSI2 expression did not correlate with the clinical characteristics of patients. However, patients with high MSI2 expression had significantly lower incidence of complete remission (CR) (P = 0.03), inferior overall survival (P = 0.018), and shorter disease-free survival (P = 0.001). Multivariate analysis revealed that high MSI2 expression was an independent prognostic factor for adult BCR-ABL1-negative B-ALL patients.'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adolescent', 'Adult', 'Case-Control Studies', 'Cohort Studies',
       'Female', 'Fusion Proteins, bcr-abl', 'Gene Expression', 'Humans',
       'Immunophenotyping', 'Male', 'Middle Aged',
       'Patient Outcome Assessment',
       'Precursor B-Cell Lymphoblastic Leukemia-Lymphoma', 'Prognosis',
       'RNA-Binding Proteins', 'Young Adult'], dtype=object)}",These results confirm the association of MSI2 expression with outcome in adult B-ALL and demonstrate the utility of MSI2 as a clinical prognostic biomarker.,yes
25085279,Does liver transcript analysis reveal aberrant splicing due to silent and intronic variations in the ABCB11 gene?,"{'contexts': array(['Progressive familial intrahepatic cholestasis type 2 (PFIC2) is an autosomal recessive disease due to mutations in ABCB11. ABCB11 encodes the bile salt export pump (BSEP), the major transporter responsible for biliary bile acid secretion, which expression is restricted to hepatocytes. In some patients, molecular analysis of ABCB11 revealed either exonic or intronic variations - including common polymorphisms - predicted to affect splicing according to in silico analysis or in vitro minigene studies. Transcript analysis in liver tissue is the best way to determine whether the variations predicted to affect splicing are deleterious or not.',
       'We performed ABCB11 transcript analysis in liver tissue from five PFIC2 patients who had variations which were predicted to either affect splicing or not. Among eleven variants tested, only the silent c.3003A>G variant and the intronic c.3213+4A>G variant led to abnormal splicing as suggested by in silico analysis.'],
      dtype=object), 'labels': array(['BACKGROUND', 'RESULTS'], dtype=object), 'meshes': array(['ATP Binding Cassette Transporter, Subfamily B, Member 11',
       'ATP-Binding Cassette Transporters', 'Cholestasis, Intrahepatic',
       'DNA Mutational Analysis', 'Genetic Association Studies', 'Humans',
       'Introns', 'Liver', 'Mutation, Missense', 'Protein Isoforms',
       'RNA Splice Sites', 'RNA, Messenger'], dtype=object)}",ABCB11 liver transcript analysis is a useful tool to confirm or invalidate the predicted splicing effect of a silent or intronic ABCB11 variation.,yes
25084111,Are arterial stiffness and pulse wave reflection increased in patients suffering from severe periodontitis?,"{'contexts': array(['This single blind cross-sectional study compared the vascular health of subjects suffering from severe chronic periodontitis, severe aggressive periodontitis and periodontal healthy controls by evaluating pulse wave velocity (PWV), augmentation index (AIx) and pulse pressure amplification (PPA).',
       'In a total of 158 subjects, 92 suffering from severe periodontitis and 66 matched periodontal healthy controls, PWV, AIx, central and peripheral blood pressure were recorded using an oscillometric device (Arteriograph).',
       'Subjects suffering from severe chronic or aggressive periodontitis exhibited significantly higher PWV (p = 0.00004), higher AIx (p = 0.0049) and lower PPA (p = 0.028) than matched periodontal healthy controls.'],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adult', 'Aged', 'Aorta', 'Blood Pressure', 'Chronic Disease',
       'Cross-Sectional Studies', 'Female', 'Hemodynamics', 'Humans',
       'Male', 'Middle Aged', 'Oscillometry', 'Periodontitis',
       'Pulse Wave Analysis', 'Risk Factors', 'Severity of Illness Index',
       'Vascular Stiffness'], dtype=object)}",The results of this study confirm the association between periodontal inflammation and increased cardiovascular risk shown by impaired vascular health in case of severe periodontitis. As impaired vascular health is a common finding in patients suffering from severe periodontal disease a concomitant routine cardiovascular evaluation may be advised.,yes
25096233,Do somatic ERCC2 mutations correlate with cisplatin sensitivity in muscle-invasive urothelial carcinoma?,"{'contexts': array(['Cisplatin-based chemotherapy is the standard of care for patients with muscle-invasive urothelial carcinoma. Pathologic downstaging to pT0/pTis after neoadjuvant cisplatin-based chemotherapy is associated with improved survival, although molecular determinants of cisplatin response are incompletely understood. We performed whole-exome sequencing on pretreatment tumor and germline DNA from 50 patients with muscle-invasive urothelial carcinoma who received neoadjuvant cisplatin-based chemotherapy followed by cystectomy (25 pT0/pTis ""responders,"" 25 pT2+ ""nonresponders"") to identify somatic mutations that occurred preferentially in responders. ERCC2, a nucleotide excision repair gene, was the only significantly mutated gene enriched in the cisplatin responders compared with nonresponders (q < 0.01). Expression of representative ERCC2 mutants in an ERCC2-deficient cell line failed to rescue cisplatin and UV sensitivity compared with wild-type ERCC2. The lack of normal ERCC2 function may contribute to cisplatin sensitivity in urothelial cancer, and somatic ERCC2 mutation status may inform cisplatin-containing regimen usage in muscle-invasive urothelial carcinoma.'],
      dtype=object), 'labels': array(['UNLABELLED'], dtype=object), 'meshes': array(['Aged', 'Aged, 80 and over', 'Antineoplastic Agents',
       'Antineoplastic Combined Chemotherapy Protocols', 'Cisplatin',
       'Conserved Sequence', 'DNA Repair', 'Drug Resistance, Neoplasm',
       'Female', 'Humans', 'Male', 'Middle Aged', 'Models, Molecular',
       'Mutation', 'Neoadjuvant Therapy', 'Neoplasm Invasiveness',
       'Neoplasm Metastasis', 'Neoplasm Staging', 'Protein Conformation',
       'Risk Factors', 'Treatment Outcome', 'Urologic Neoplasms',
       'Urothelium', 'Xeroderma Pigmentosum Group D Protein'],
      dtype=object)}","Somatic ERCC2 mutations correlate with complete response to cisplatin-based chemosensitivity in muscle-invasive urothelial carcinoma, and clinically identified mutations lead to cisplatin sensitivity in vitro. Nucleotide excision repair pathway defects may drive exceptional response to conventional chemotherapy.",yes
25096231,Does preoperative anemia increase mortality and postoperative morbidity after cardiac surgery?,"{'contexts': array(['Anemia is an established adverse risk factor in cardiovascular disease. However, the effect of preoperative anemia is not well defined in heart surgery. This study evaluates the effect of preoperative anemia on early clinical outcomes in patients undergoing cardiac surgery.',
       'A retrospective, observational, cohort study of prospectively collected data was undertaken on 7,738 consecutive patients undergoing heart surgery between April 2003 and February 2009. Of these, 1,856 patients with preoperative anemia were compared to 5,882 patients without anemia (control group). According to the World Health Organization, anemia was defined as hemoglobin level\u2009<\u200913 g/dl for men and <12 g/dl for women. Selection bias not controlled by multivariable methods was assessed with propensity-adjustment method.',
       'Overall mortality was 2.1%. Preoperative anemia was associated with tripling in the risk of death (4.6% vs 1.5%, p\u2009<\u20090.0001) and postoperative renal dysfunction (18.5% vs 6.5%, p\u2009<\u20090.0001). There was also a significant difference between the anemic and non-anemic group in the risk of postoperative stroke (1.9% vs 1.1%, p\u2009=\u20090.008), atrial fibrillation (36.7% vs 33%, p\u2009=\u20090.003) and length of hospital stay\u2009>\u20097 days (54% vs 36.7%, p\u2009<\u20090.0001). In propensity-adjusted, multivariable logistic regression, preoperative anemia was an independent predictor of mortality (odds ratio [OR] 1.44, 95% confidence interval [CI] 1.02 to 2.03), postoperative renal dysfunction (OR 1.73, 95% CI 1.43 to 2.1) and length of hospital stay\u2009>\u20097 days (OR 1.3, 95% CI 1.15 to 1.47).'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Aged', 'Anemia', 'Cardiac Surgical Procedures', 'Cohort Studies',
       'Female', 'Heart Diseases', 'Humans', 'Male', 'Middle Aged',
       'Morbidity', 'Retrospective Studies'], dtype=object)}","In patients undergoing heart surgery, preoperative anemia is associated with an increased risk of mortality and postoperative morbidity.",yes
25101167,Does vEGFR-1 blockade disrupt peri-implantation decidual angiogenesis and macrophage recruitment?,"{'contexts': array(['Angiogenesis and macrophage recruitment to the uterus are key features of uterine decidualization; the progesterone-mediated uterine changes that allow for embryo implantation and initiation of pregnancy. In the current study, we characterized the expression of vascular endothelial growth factor receptor-1 (VEGFR-1) in macrophages and endothelial cells of the peri-implantation uterus and determined if VEGFR-1 function is required for decidual angiogenesis, macrophage recruitment, and/or the establishment of pregnancy.',
       'Expression of VEGFR-1 in uterine endothelial cells and macrophages was determined with immunohistochemistry. To assess the effect of continuous VEGFR-1 blockade, adult female mice were given VEGFR-1 blocking antibody, MF-1, every 3\xa0days for 18\xa0days. After 6 doses, females were mated and a final dose of MF-1 was given on embryonic day 3.5. Endothelial cells and macrophages were quantified on embryonic day 7.5. Pregnancy was analyzed on embryonic days 7.5 and 10.5.',
       'F4/80(+) macrophages are observed throughout the stroma and are abundant adjacent to the endometrial lumen and glands prior to embryo implantation and scatter throughout the decidua post implantation. VEGFR-1 expression is restricted to the uterine endothelial cells. F4/80(+) macrophages were often found adjacent to VEGFR-1(+) endothelial cells in the primary decidual zone. Continuous VEGFR-1 blockade correlates with a significant reduction in decidual vascular and macrophage density, but does not affect embryo implantation or maintenance of pregnancy up to embryonic day 10.5.'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array([], dtype=object)}","We found that VEGFR-1 functions in both decidual angiogenesis and macrophage recruitment to the implantation site during pregnancy. VEGFR-1 is expressed by endothelial cells, however blocking VEGFR-1 function in endothelial cells results in reduced macrophage recruitment to the uterus. VEGFR-1 blockade did not compromise the establishment and/or maintenance of pregnancy.",yes
25085604,Are operating lung volumes affected by exercise mode but not trunk and hip angle during maximal exercise?,"{'contexts': array(['Despite VO₂peak being, generally, greater while running compared to cycling, ventilation (VE) during maximal exercise is less while running compared to cycling. Differences in operating lung volumes (OLV) between maximal running and cycling could be one explanation for previously observed differences in V E and this could be due to differences in body position e.g., trunk/hip angle during exercise.',
       'We asked whether OLV differed between maximal running and cycling and if this difference was due to trunk/hip angle during exercise.',
       'Eighteen men performed three graded maximal exercise tests; one while running, one while cycling in the drop position (i.e., extreme hip flexion), and one while cycling upright (i.e., seated with thorax upright). Resting flow-volume characteristics were measured in each body position to be used during exercise. Tidal flow-volume loops were measured throughout the exercise.',
       'V E during maximal running (148.8 ± 18.9 L min(-1)) tended to be lower than during cycling in the drop position (158.5 ± 24.7 L min(-1); p = 0.07) and in the upright position (158.5 ± 23.7 L min(-1); p = 0.06). End-inspiratory and end-expiratory lung volumes (EILV, EELV) were significantly larger during drop cycling compared to running (87.1 ± 4.1 and 35.8 ± 6.2 vs. 83.9 ± 6.0 and 33.0 ± 5.7% FVC), but only EILV was larger during upright cycling compared to running (88.2 ± 3.5% FVC). OLV and V E did not differ between cycling positions.'],
      dtype=object), 'labels': array(['BACKGROUND', 'OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adolescent', 'Adult', 'Biomechanical Phenomena', 'Exercise',
       'Hip', 'Humans', 'Lung', 'Male', 'Respiratory Mechanics', 'Thorax',
       'Tidal Volume'], dtype=object)}","Since OLV are altered by exercise mode, but cycling position did not have a significant impact on OLV, we conclude that trunk/hip angle is likely not the primary factor determining OLV during maximal exercise.",yes
25076161,Does rifaximin suppress background intestinal 18F-FDG uptake on PET/CT scans?,"{'contexts': array(['Identification of cancer or inflammatory bowel disease in the intestinal tract by PET/computed tomography (CT) imaging can be hampered by physiological uptake of F-fluorodeoxyglucose (F-FDG) in the normal colon. Previous work has localized this F-FDG uptake to the intestinal lumen, predominantly occupied by bacteria. We sought to determine whether pretreatment with an antibiotic could reduce F-FDG uptake in the healthy colon.',
       'Thirty patients undergoing restaging PET/CT for nongastrointestinal lymphoma were randomly selected to receive rifaximin 550 mg twice daily for 2 days before their scan (post-rifaximin). Their PET/CT images were compared with those from their prior study (pre-rifaximin). Cecal maximum standard uptake value (SUVmax) and overall colonic F-FDG uptake were compared between scans. All PET/CT images were blindly scored by a radiologist. The same comparison of sequential scans was also undertaken in 30 patients who did not receive antibiotics.',
       ""Thirty post-rifaximin scans were compared with 30 pre-rifaximin scans in the same patients. SUVmax in the cecum was significantly lower in the patient's post-rifaximin scans than in their pre-rifaximin scans (P=0.002). The percentage of scans with greater than grade 1 colonic F-FDG uptake was significantly lower in the post-rifaximin scans than in the pre-rifaximin scans (P<0.05). In contrast, there was no significant difference in the paired sequential scans from control patients, nor a reduction in the percentage of scans with greater than grade 1 colonic F-FDG uptake.""],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adult', 'Anti-Bacterial Agents', 'Cecum', 'Cohort Studies',
       'Colon', 'Drug Interactions', 'Female', 'Fluorodeoxyglucose F18',
       'Humans', 'Image Processing, Computer-Assisted',
       'Intestinal Mucosa', 'Intestines', 'Male', 'Middle Aged',
       'Positron-Emission Tomography', 'Prospective Studies',
       'Radiopharmaceuticals', 'Rifamycins', 'Rifaximin'], dtype=object)}",This pilot study shows that treatment with rifaximin for 2 days before PET/CT scanning can significantly reduce physiological F-FDG uptake in the normal colonic lumen.,yes
25076163,Is [ Venous Access Port Implantation an Ideal Teaching Operation - An Analysis of 1423 Cases ]?,"{'contexts': array(['The aim of this study was the analysis of total, early and late complications following venous access port implantation between 1998 and 2008 at the Department of Surgery of the University of Rostock, Germany. A comparison between different implantation techniques addressing success rate, complication rate and duration of operation was performed. These results were further analysed in regard to the level of training of the participating surgeons.',
       'A retrospective analysis of 1423 venous access port implantations between 1998 and 2008 was performed.',
       ""The rate of total complications was 13.8%. Among 4.7% early complications pneumothorax was the most common. The rate of late complications was 9.1%. Most common were infection (4.9%) followed by dysfunction of the catheter (3.5%). 1322 venous access port implantations were performed using puncture of the subclavian vein and Seldinger's technique. 101 operations were performed by direct access through dissection of the cephalic vein and open introduction of the catheter. Operation time in the open group was significantly longer than in the puncture group (46.5\u2009min vs. 38.7\u2009min, p\u2009=\u20090.005). There were significantly more late complications (9.6% vs. 2%, p\u2009=\u20090.01) and total complications (14.5% vs. 4%, p\u2009=\u20090.005) in the puncture group vs. the open access group. Primary success rates of open access vs. puncture were 100% and 96.8%, respectively. The rate of complications was independent of the experience status of the surgeon. However, the rate of total and late complications significantly decreases with number of performed operations.""],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adult', 'Aged', 'Cross-Sectional Studies', 'Curriculum', 'Female',
       'Follow-Up Studies', 'General Surgery', 'Humans', 'Learning Curve',
       'Male', 'Middle Aged', 'Pneumothorax',
       'Postoperative Complications', 'Punctures',
       'Retrospective Studies', 'Subclavian Vein',
       'Surgical Wound Infection', 'Vascular Access Devices', 'Veins'],
      dtype=object)}",Venous port implantation is a relatively simple procedure despite its possible complications. An open access technique is safer than puncture. The rate of complications significantly decreases with increasing number of performed operations. Therefore venous port implantation and especially the open access method is an ideal teaching operation in a structured surgical training programme.,yes
25075101,Is minichromosome maintenance protein 7 a risk factor for recurrence in patients with Dukes C colorectal cancer?,"{'contexts': array(['It has been hypothesized that minichromosome maintenance (MCM) proteins, which are replicative control factors, can be used to detect tumor proliferation. The aim of the present study was to investigate the expression of MCM in colorectal cancer tissues and correlate it to clinical outcomes.',
       'The study included 145 patients with colorectal cancer who underwent curative surgery, from January 2002 until December 2004, at the Kurume University Hospital in Fukuoka, Japan. The median follow-up duration was 87 months. The expression of MCM7 in tissues was studied by immuno-histochemical staining. The labeling index (LI) of MCM7 was calculated by dividing the number of positively-stained cells by the total number of cells counted. We divided samples into two groups: positive (MCM7 LI 76% or higher) and negative (MCM7 LI less than 76%).',
       'In patients with Dukes A and B, there were no significant differences in either overall survival (OS) or recurrence-free survival (RFS) between patents with MCM7-positive and those with MCM7-negative disease. On the other hand, in patients with Dukes C, there was significantly worse OS and RFS for patients with MCM7-positive compared to those with MCM7-negative disease.'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adult', 'Aged', 'Aged, 80 and over', 'Colorectal Neoplasms',
       'Female', 'Humans', 'Immunohistochemistry', 'Ki-67 Antigen',
       'Male', 'Middle Aged',
       'Minichromosome Maintenance Complex Component 7',
       'Neoplasm Recurrence, Local', 'Proportional Hazards Models',
       'Risk Factors'], dtype=object)}",We found that the expression of MCM7 is an independent risk factor for RFS in patients with Dukes C colorectal cancer. Further studies are required to investigate the validity of MCM7 protein expression for its potential clinical use in colorectal cancer therapy and prognosis.,yes
25088248,Is obesity associated with a poorer prognosis in women with hormone receptor positive breast cancer?,"{'contexts': array(['Whether moderate to severe obesity (body mass index (BMI)≥30 to <40kg/m(2)) contributes to breast cancer recurrence and mortality remains uncertain.',
       '1199 women, recruited within 12 months of their diagnosis of hormone receptor positive (HR+), human epidermal growth factor receptor 2 negative (HER2-) invasive breast cancer completed an enrolment questionnaire and an annual follow-up questionnaire every 12 months for another 5 years. The impact of obesity on time to either local or distant recurrence or new breast cancer, or death due to breast cancer was determined by Cox regression. Women in the most extreme categories of BMI (<18.5 and ≥40) were excluded from the analysis.',
       'Of the 1155 included women, mean age, 58.4±11.6 years, 53.8% had Stage 1 disease and 88.9% received oral adjuvant endocrine therapy (OAET) within 2 years of diagnosis. The likelihood of an event was significantly associated with moderate to severe obesity (HR=1.71, 95%CI, 1.12-2.62, p=0.014), disease beyond Stage 1 (HR=2.87, 95% CI 1.73-4.75, p<0.001), OAET (HR=0.26, 95%CI 0.14-0.46, p<0.001), mastectomy (HR=3.28, 95%CI 1.98-5.44, p<0.001) and radiotherapy (HR=2.12, 95%CI 1.24-3.63, p=0.006). For Stage 1 disease, only moderate to severe obesity (HR 3.23, 95%CI 1.48-7.03, p=0.003) and OAET use (HR 0.41, 95%CI 0.17-0.98, p=0.046) were significantly associated with an event.'],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Aged', 'Body Mass Index', 'Breast Neoplasms',
       'Carcinoma, Ductal, Breast', 'Carcinoma, Lobular',
       'Cause of Death', 'Chemotherapy, Adjuvant', 'Cohort Studies',
       'Disease-Free Survival', 'Female', 'Follow-Up Studies', 'Humans',
       'Mastectomy', 'Mastectomy, Segmental', 'Middle Aged',
       'Neoadjuvant Therapy', 'Neoplasm Recurrence, Local',
       'Neoplasm Staging', 'Obesity', 'Prognosis',
       'Radiotherapy, Adjuvant', 'Receptor, ErbB-2',
       'Receptors, Estrogen', 'Receptors, Progesterone', 'Risk Factors',
       'Survival Rate'], dtype=object)}","Moderate to severe obesity is associated with a poorer invasive breast cancer prognosis; this is also true for women with Stage 1 disease, and is independent of age and treatment.",yes
25080090,Does integrative analysis reveal disease-associated genes and biomarkers for prostate cancer progression?,"{'contexts': array(['Prostate cancer is one of the most common complex diseases with high leading cause of death in men. Identifications of prostate cancer associated genes and biomarkers are thus essential as they can gain insights into the mechanisms underlying disease progression and advancing for early diagnosis and developing effective therapies.',
       'In this study, we presented an integrative analysis of gene expression profiling and protein interaction network at a systematic level to reveal candidate disease-associated genes and biomarkers for prostate cancer progression. At first, we reconstructed the human prostate cancer protein-protein interaction network (HPC-PPIN) and the network was then integrated with the prostate cancer gene expression data to identify modules related to different phases in prostate cancer. At last, the candidate module biomarkers were validated by its predictive ability of prostate cancer progression.',
       'Different phases-specific modules were identified for prostate cancer. Among these modules, transcription Androgen Receptor (AR) nuclear signaling and Epidermal Growth Factor Receptor (EGFR) signalling pathway were shown to be the pathway targets for prostate cancer progression. The identified candidate disease-associated genes showed better predictive ability of prostate cancer progression than those of published biomarkers. In context of functional enrichment analysis, interestingly candidate disease-associated genes were enriched in the nucleus and different functions were encoded for potential transcription factors, for examples key players as AR, Myc, ESR1 and hidden player as Sp1 which was considered as a potential novel biomarker for prostate cancer.'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Biomarkers, Tumor', 'Computational Biology',
       'Disease Progression', 'Gene Expression Profiling',
       'Genes, Neoplasm', 'Humans', 'Male',
       'Molecular Sequence Annotation', 'Prostatic Neoplasms',
       'Protein Interaction Mapping', 'Sp1 Transcription Factor'],
      dtype=object)}","The successful results on prostate cancer samples demonstrated that the integrative analysis is powerful and useful approach to detect candidate disease-associate genes and modules which can be used as the potential biomarkers for prostate cancer progression. The data, tools and supplementary files for this integrative analysis are deposited at http://www.ibio-cn.org/HPC-PPIN/.",yes
25080093,Does choice of non-inferiority ( NI ) margins protect against degradation of treatment effects on an average -- an observational study of registered and published NI trials?,"{'contexts': array(['NI margins have to be chosen appropriately to control the risk of degradation of treatment effects in non-inferiority (NI) trials. We aimed to study whether the current choice of NI margins protects sufficiently against a degradation of treatment effect on an average.',
       'NI trials reflecting current practice were assembled and for each trial, the NI margin was translated into a likelihood of degradation. The likelihood of degradation was calculated as the conditional probability of a treatment being harmful given that it is declared non-inferior in the trial, using simulation. Its distribution among the NI trials was then studied to assess the potential risk of degradation.',
       ""The median (lower/upper quartile) NI margin among 112 binary outcome NI trials corresponded to an odds ratio of 0.57(0.45, 0.66), while among 38 NI trials with continuous outcome, to a Cohen's d of -0.42(-0.54, -0.31) and a hazard ratio of 0.82(0.73, 0.86) among 24 survival outcome NI trials. Overall, the median likelihood of degradation was 56% (45%, 62%).""],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Clinical Trials as Topic', 'Data Interpretation, Statistical',
       'Drug Approval', 'Humans', 'Likelihood Functions',
       'Research Design', 'Treatment Outcome'], dtype=object)}","Only two fifths of the current NI trials had a likelihood of degradation lower than 50%, suggesting that, in majority of the NI trials, there is no sufficient protection against degradation on an average. We suggest a third hurdle for the choice of NI margins, thus contributing a sufficient degree of protection.",no
25073668,Do [ Factors influencing the miss rate of polyps in a tandem colonoscopy study ]?,"{'contexts': array(['The miss rate of colon polyps and its related factors have not been clearly identified yet. This study aims to review the miss rate of polyps both on the patient-level and on the polyp-level and to analyze the factors affecting the miss rate such as those related to the endoscopist, procedure, patient, and polyp.',
       'From August 2011 to August 2013, patients who underwent elective second colonoscopy for resection of polyps, the sizes of which were not small enough to be resected by biopsy forceps alone at first colonoscopy, were enrolled retrospectively.',
       'The miss rate on the patient-level was 59.2% (234/395) and on the polyp-level was 27.9% (578/2,068). There was no significant difference in the miss rate depending on the experience of the endoscopists or characteristics of the patients. In terms of the procedure, the miss rate was higher when the colonoscopy was performed in the afternoon (OR 1.632, p=0.046). It was found that the miss rate of polyps increased when the polyps were small (OR 4.595, p<0.001 in <5 mm/OR 3.447, p<0.001 in 5-10 mm), flat or sessile (OR 2.406, p<0.001 in flat/OR 1.768, p=0.002 in sessile), and located in the left colon (OR 1.391, p=0.007).'],
      dtype=object), 'labels': array(['OBJECTIVE', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adenoma', 'Aged', 'Body Mass Index', 'Clinical Competence',
       'Colonic Neoplasms', 'Colonic Polyps', 'Colonoscopy',
       'Diagnostic Errors', 'Female', 'Humans', 'Male', 'Middle Aged',
       'Multivariate Analysis', 'Odds Ratio', 'Retrospective Studies',
       'Time Factors'], dtype=object)}","The experience of endoscopists did not have influence on the accuracy of polyp detection. However, the fatigue of endoscopists in the afternoon is considered to render polyp detection less accurate. Also, the large curves and folds of the sigmoid colon are regarded as a reason for the higher miss rate of polyps in the left colon.",yes
25098913,Does metal debris concentrations in soft tissues adjacent to loosened femoral stem is higher in uncemented than cemented implants?,"{'contexts': array(['There are still many questions related to aseptic femoral stem loosening. Systemic and local immune responses to the implanted ""foreign body"" is one of the reasons for loosening. The purpose of the study was to measure metal ion concentration (Ti, Co, Cr, Mo, Ni, Al) around loosened femoral stems and compare their levels around uncemented and cemented implants.',
       'This paper reports 50 hips operated for isolated stem loosening, in 50 patients at the mean age of 57 years (from 21 to 87). There were 25 cemented (Co,Cr29,Mo,Ni) and 25 uncemented (Ti, Al) stems. The mean follow-up from primary hip replacement to revision was 10.1 years (from 0.5 to 17). During the procedure, scar tissue around the stem was taken for analysis of metal ions.',
       'The concentrations of titanium and aluminium in soft tissues around uncemented loosened stems were higher than cemented ones (p < 0.001, p < 0.001 respectively). However, no statistically significant differences were observed between both types of stems in terms of ions of the metal of which cemented implants had been made of (Co, Cr, Mo, Ni).'],
      dtype=object), 'labels': array(['BACKGROUND', 'METHODS', 'RESULTS'], dtype=object), 'meshes': array(['Adult', 'Aged', 'Aged, 80 and over',
       'Arthroplasty, Replacement, Hip', 'Bone Cements', 'Female',
       'Femur', 'Hip Prosthesis', 'Humans', 'Male', 'Metals',
       'Middle Aged', 'Prosthesis Design', 'Prosthesis Failure',
       'Reoperation', 'Time Factors', 'Treatment Outcome', 'Young Adult'],
      dtype=object)}","In soft tissue around a loosened stem, the concentrations of metal ions from implants are much higher in case of uncemented stems than of cemented ones. Metal ions from vitalium femoral heads were found around uncemented stems in similar values to cemented streams.",yes
